FECHA,DEPARTAMENTO,MUNICIPIO,EVENTO,FALLECIDOS,HERIDOS,FAMILIAS,VIVIENDAS DESTRUIDAS,HECTAREAS,RECURSOS EJECUTADOS,VALOR KIT DE ALIMENTO,VALOR MATERIALES DE CONSTRUCCION
2019-05-31 12:00:00,ANTIOQUIA,YARUMAL,MOVIMIENTO EN MASA,0,1,0,0,0.0,0.0,0.0,0.0
2019-06-01 12:00:00,TOLIMA,CHAPARRAL,MOVIMIENTO EN MASA,0,3,0,0,3.0,0.0,0.0,0.0
2019-05-31 12:00:00,MAGDALENA,CIENAGA,VENDAVAL,0,0,4,0,0.0,0.0,0.0,0.0
2019-06-01 12:00:00,ANTIOQUIA,ZARAGOZA,INUNDACION,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-01 12:00:00,CUNDINAMARCA,CAPARRAPI,MOVIMIENTO EN MASA,0,0,7,0,0.0,0.0,0.0,0.0
2019-06-01 12:00:00,VALLE DEL CAUCA,JAMUNDI,INUNDACION,0,0,600,0,0.0,0.0,0.0,0.0
2019-06-01 12:00:00,ANTIOQUIA,BELLO,INCENDIO ESTRUCTURAL,0,0,18,7,0.0,0.0,0.0,0.0
2019-06-01 12:00:00,CESAR,SAN DIEGO,INUNDACION,0,0,50,0,0.0,0.0,0.0,0.0
2019-06-01 12:00:00,LA GUAJIRA,LA JAGUA DEL PILAR,INUNDACION,1,0,0,0,0.0,17191160000.0,0.0,0.0
2019-06-02 12:00:00,"BOGOTA, D.C.","BOGOTA, D.C.",MOVIMIENTO EN MASA,0,0,30,0,0.0,0.0,0.0,0.0
2019-06-02 12:00:00,CUNDINAMARCA,CAQUEZA,INCENDIO DE COBERTURA VEGETAL,0,0,0,0,1.0,0.0,0.0,0.0
2019-06-02 12:00:00,BOYACA,NOBSA,INUNDACION,0,0,4,0,0.0,0.0,0.0,0.0
2019-06-02 12:00:00,TOLIMA,ROVIRA,MOVIMIENTO EN MASA,0,0,2,0,0.0,0.0,0.0,0.0
2019-05-31 12:00:00,NORTE DE SANTANDER,PAMPLONA,MOVIMIENTO EN MASA,0,0,1,0,0.0,0.0,0.0,0.0
2019-06-03 12:00:00,CAUCA,SUCRE,AVENIDA TORRENCIAL,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-03 12:00:00,VALLE DEL CAUCA,CALI,INCENDIO ESTRUCTURAL,0,0,1,0,0.0,0.0,0.0,0.0
2019-06-03 12:00:00,SUCRE,GUARANDA,INUNDACION,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-02 12:00:00,ANTIOQUIA,FREDONIA,MOVIMIENTO EN MASA,0,1,0,0,0.0,0.0,0.0,0.0
2019-06-02 12:00:00,ANTIOQUIA,MUTATA,AVENIDA TORRENCIAL,3,0,0,0,0.0,0.0,0.0,0.0
2019-06-03 12:00:00,CUNDINAMARCA,CACHIPAY,MOVIMIENTO EN MASA,0,0,2,0,0.0,0.0,0.0,0.0
2019-06-03 12:00:00,META,SAN JUAN DE ARAMA,INUNDACION,0,0,5,0,0.0,8327584098.0,0.0,0.0
2019-06-03 12:00:00,META,VISTAHERMOSA,INUNDACION,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-03 12:00:00,META,CUMARAL,INUNDACION,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-03 12:00:00,META,RESTREPO,MOVIMIENTO EN MASA,0,1,0,0,0.0,0.0,0.0,0.0
2019-05-30 12:00:00,CAUCA,PAEZ,INUNDACION,0,0,10,0,0.0,0.0,0.0,0.0
2019-06-03 12:00:00,SANTANDER,MALAGA,INUNDACION,0,0,0,0,0.0,0.0,0.0,0.0
2019-05-29 12:00:00,CAUCA,LA SIERRA,MOVIMIENTO EN MASA,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-01 12:00:00,CAUCA,SANTANDER DE QUILICHAO,MOVIMIENTO EN MASA,0,0,0,0,0.0,0.0,0.0,0.0
2019-05-25 12:00:00,CAUCA,MORALES,MOVIMIENTO EN MASA,0,0,1,0,0.0,0.0,0.0,0.0
2019-06-01 12:00:00,CAUCA,CAJIBIO,MOVIMIENTO EN MASA,0,0,2,0,0.0,0.0,0.0,0.0
2019-05-30 12:00:00,CAUCA,LA VEGA,INCENDIO ESTRUCTURAL,0,0,1,0,0.0,0.0,0.0,0.0
2019-05-31 12:00:00,CAUCA,LA VEGA,INCENDIO ESTRUCTURAL,0,0,1,0,0.0,0.0,0.0,0.0
2019-06-04 12:00:00,CASANARE,TAMARA,MOVIMIENTO EN MASA,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-04 12:00:00,CASANARE,PAZ DE ARIPORO,INUNDACION,0,0,1,0,0.0,0.0,0.0,0.0
2019-06-03 12:00:00,CASANARE,HATO COROZAL,INUNDACION,0,0,0,0,0.0,0.0,0.0,0.0
2019-01-17 12:00:00,BOLIVAR,SAN JACINTO DEL CAUCA,SEQUIA,0,0,0,0,0.0,47119043388.0,0.0,0.0
2019-06-04 12:00:00,CUNDINAMARCA,SOACHA,INCENDIO DE COBERTURA VEGETAL,0,0,0,0,1.0,0.0,0.0,0.0
2019-06-02 12:00:00,HUILA,BARAYA,AVENIDA TORRENCIAL,0,0,20,0,0.0,0.0,0.0,0.0
2019-06-04 12:00:00,CHOCO,MEDIO ATRATO,VENDAVAL,0,0,94,0,0.0,0.0,0.0,0.0
2019-06-04 12:00:00,CORDOBA,CIENAGA DE ORO,VENDAVAL,0,0,3,0,0.0,0.0,0.0,0.0
2019-06-04 12:00:00,TOLIMA,RIOBLANCO,ACCIDENTE TRANSPORTE TERRESTRE,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-02 12:00:00,CORDOBA,AYAPEL,INUNDACION,0,0,230,0,0.0,0.0,0.0,0.0
2019-06-02 12:00:00,BOLIVAR,EL CARMEN DE BOLIVAR,MOVIMIENTO EN MASA,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-05 12:00:00,MAGDALENA,SITIONUEVO,INCENDIO DE COBERTURA VEGETAL,0,0,0,0,8.0,0.0,0.0,0.0
2019-06-05 12:00:00,CUNDINAMARCA,FUNZA,INCENDIO ESTRUCTURAL,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-05 12:00:00,CUNDINAMARCA,GUAYABETAL,MOVIMIENTO EN MASA,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-05 12:00:00,META,EL CASTILLO,INUNDACION,0,0,4,0,0.0,8327584098.0,0.0,0.0
2019-06-05 12:00:00,CALDAS,MANIZALES,COLAPSO ESTRUCTURAL,0,2,1,1,0.0,0.0,0.0,0.0
2019-06-06 12:00:00,CASANARE,YOPAL,MOVIMIENTO EN MASA,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-05 12:00:00,SANTANDER,PUERTO WILCHES,INUNDACION,0,0,0,0,0.0,0.0,0.0,0.0
2019-05-20 12:00:00,META,LEJANIAS,INUNDACION,0,0,0,0,0.0,0.0,0.0,0.0
2019-05-17 12:00:00,META,EL DORADO,INUNDACION,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-05 12:00:00,CUNDINAMARCA,PARATEBUENO,INUNDACION,0,0,11,0,0.0,0.0,0.0,0.0
2019-06-06 12:00:00,CHOCO,BOJAYA,VENDAVAL,0,0,87,0,62.0,0.0,0.0,0.0
2019-06-06 12:00:00,NARIÑO,LOS ANDES,MOVIMIENTO EN MASA,4,1,0,0,0.0,0.0,0.0,0.0
2019-06-06 12:00:00,NARIÑO,SANTACRUZ,INCENDIO DE COBERTURA VEGETAL,0,0,0,0,3.0,0.0,0.0,0.0
2019-06-05 12:00:00,SANTANDER,BARRANCABERMEJA,VENDAVAL,0,0,5,0,0.0,0.0,0.0,0.0
2019-06-06 12:00:00,SUCRE,OVEJAS,MOVIMIENTO EN MASA,0,0,2,0,0.0,0.0,0.0,0.0
2019-06-07 12:00:00,CHOCO,LLORO,INUNDACION,0,0,931,0,0.0,0.0,0.0,0.0
2019-06-07 12:00:00,RISARALDA,DOSQUEBRADAS,MOVIMIENTO EN MASA,0,0,15,0,0.0,10000000000.0,0.0,0.0
2019-05-24 12:00:00,SANTANDER,CAPITANEJO,MOVIMIENTO EN MASA,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-07 12:00:00,BOLIVAR,SANTA ROSA,VENDAVAL,0,0,279,0,0.0,0.0,0.0,0.0
2019-03-19 12:00:00,CHOCO,EL LITORAL DEL SAN JUAN,INUNDACION,0,0,2500,0,0.0,0.0,0.0,0.0
2019-06-07 12:00:00,CUNDINAMARCA,CHIPAQUE,ACCIDENTE TRANSPORTE TERRESTRE,0,1,0,0,0.0,0.0,0.0,0.0
2019-06-08 12:00:00,GUAVIARE,SAN JOSE DEL GUAVIARE,INUNDACION,0,0,2061,0,0.0,170943325020.0,35100000000.0,5220000.0
2019-06-07 12:00:00,ATLANTICO,SABANALARGA,VENDAVAL,0,0,23,0,0.0,0.0,0.0,0.0
2019-06-08 12:00:00,META,EL DORADO,TORMENTA ELECTRICA,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-08 12:00:00,SUCRE,SAN PEDRO,AVENIDA TORRENCIAL,0,0,5,0,0.0,0.0,0.0,0.0
2019-06-08 12:00:00,MAGDALENA,NUEVA GRANADA,INUNDACION,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-08 12:00:00,MAGDALENA,PEDRAZA,VENDAVAL,0,0,1,0,0.0,0.0,0.0,0.0
2019-06-08 12:00:00,META,CABUYARO,INUNDACION,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-08 12:00:00,META,LA MACARENA,INUNDACION,0,0,28,0,0.0,0.0,0.0,0.0
2019-06-08 12:00:00,ANTIOQUIA,CALDAS,MOVIMIENTO EN MASA,0,0,27,7,0.0,0.0,0.0,0.0
2019-06-06 12:00:00,QUINDIO,MONTENEGRO,MOVIMIENTO EN MASA,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-08 12:00:00,SUCRE,SAN LUIS DE SINCE,INUNDACION,0,0,152,0,0.0,0.0,0.0,0.0
2019-06-09 12:00:00,VALLE DEL CAUCA,ROLDANILLO,INUNDACION,0,0,17,0,0.0,13572000000.0,3510000000.0,0.0
2019-05-28 12:00:00,SANTANDER,PUERTO PARRA,MOVIMIENTO EN MASA,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-10 12:00:00,SUCRE,SINCELEJO,VENDAVAL,0,0,15,0,0.0,0.0,0.0,0.0
2019-06-10 12:00:00,CORDOBA,TIERRALTA,EROSION,0,0,1,0,0.0,0.0,0.0,0.0
2019-06-10 12:00:00,SANTANDER,LANDAZURI,MOVIMIENTO EN MASA,0,0,0,0,0.0,0.0,0.0,0.0
2019-05-14 12:00:00,SANTANDER,FLORIAN,MOVIMIENTO EN MASA,0,0,0,0,0.0,0.0,0.0,0.0
2019-05-16 12:00:00,SANTANDER,GUAVATA,MOVIMIENTO EN MASA,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-09 12:00:00,CHOCO,TADO,INUNDACION,0,1,2,1,0.0,0.0,0.0,0.0
2019-05-19 12:00:00,TOLIMA,RIOBLANCO,MOVIMIENTO EN MASA,1,0,0,0,0.0,0.0,0.0,0.0
2019-05-25 12:00:00,TOLIMA,VILLAHERMOSA,MOVIMIENTO EN MASA,0,0,1,0,0.0,0.0,0.0,0.0
2019-05-28 12:00:00,TOLIMA,IBAGUE,INUNDACION,0,0,1,0,0.0,0.0,0.0,0.0
2019-05-31 12:00:00,TOLIMA,IBAGUE,MOVIMIENTO EN MASA,0,0,1,0,0.0,0.0,0.0,0.0
2019-06-10 12:00:00,SUCRE,OVEJAS,VENDAVAL,0,0,24,0,0.0,0.0,0.0,0.0
2019-06-11 12:00:00,RISARALDA,PEREIRA,MOVIMIENTO EN MASA,4,3,335,0,0.0,28214000000.0,3510000000.0,0.0
2019-06-11 12:00:00,VAUPES,MITU,INUNDACION,0,0,13,0,0.0,0.0,0.0,0.0
2019-06-11 12:00:00,VALLE DEL CAUCA,YUMBO,INUNDACION,0,0,11,2,0.0,0.0,0.0,0.0
2019-06-11 12:00:00,CUNDINAMARCA,APULO,INCENDIO ESTRUCTURAL,0,0,1,1,0.0,0.0,0.0,0.0
2019-06-10 12:00:00,CHOCO,ISTMINA,MOVIMIENTO EN MASA,0,0,9,3,0.0,0.0,0.0,0.0
2019-06-10 12:00:00,CHOCO,ISTMINA,INUNDACION,0,0,197,0,0.0,0.0,0.0,0.0
2019-06-11 12:00:00,CORDOBA,TIERRALTA,INUNDACION,0,0,411,0,0.0,0.0,0.0,0.0
2019-06-10 12:00:00,ANTIOQUIA,CALDAS,EXPLOSION,0,1,0,0,0.0,0.0,0.0,0.0
2019-06-12 12:00:00,ANTIOQUIA,URAMITA,AVENIDA TORRENCIAL,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-12 12:00:00,NORTE DE SANTANDER,CHITAGA,AVENIDA TORRENCIAL,0,0,0,0,0.0,10684288000.0,1778400000.0,18525000.0
2019-06-12 12:00:00,CHOCO,MEDIO ATRATO,AVENIDA TORRENCIAL,0,0,713,0,500.0,0.0,0.0,0.0
2019-06-12 12:00:00,CORDOBA,MONTELIBANO,INUNDACION,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-07 12:00:00,CHOCO,BAGADO,INUNDACION,0,0,310,0,0.0,0.0,0.0,0.0
2019-06-12 12:00:00,RISARALDA,DOSQUEBRADAS,INCENDIO ESTRUCTURAL,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-12 12:00:00,RISARALDA,PEREIRA,INUNDACION,0,0,137,0,0.0,0.0,0.0,0.0
2019-06-12 12:00:00,VALLE DEL CAUCA,CALI,MOVIMIENTO EN MASA,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-12 12:00:00,META,PUERTO CONCORDIA,INUNDACION,0,0,5,0,0.0,0.0,0.0,0.0
2019-06-13 12:00:00,CORDOBA,MONTERIA,INUNDACION,0,0,277,0,0.0,0.0,0.0,0.0
2019-06-13 12:00:00,CORDOBA,PUERTO LIBERTADOR,INUNDACION,0,0,706,0,0.0,0.0,0.0,0.0
2019-06-13 12:00:00,CHOCO,BOJAYA,INUNDACION,0,0,1423,0,1600.0,0.0,0.0,0.0
2019-06-12 12:00:00,META,PUERTO LLERAS,INUNDACION,0,0,80,0,0.0,0.0,0.0,0.0
2019-06-12 12:00:00,CUNDINAMARCA,SOACHA,MOVIMIENTO EN MASA,0,0,39,3,0.0,0.0,0.0,0.0
2019-06-04 12:00:00,BOLIVAR,SAN JACINTO DEL CAUCA,INUNDACION,0,0,756,0,0.0,8845200000.0,8845200000.0,0.0
2019-06-03 12:00:00,BOLIVAR,ACHI,INUNDACION,0,0,409,0,0.0,0.0,0.0,0.0
2019-06-13 12:00:00,BOLIVAR,ACHI,INUNDACION,0,0,409,0,0.0,0.0,0.0,0.0
2019-06-12 12:00:00,CHOCO,QUIBDO,INUNDACION,0,0,409,0,0.0,0.0,0.0,0.0
2019-06-13 12:00:00,CALDAS,MANIZALES,INCENDIO ESTRUCTURAL,0,0,6,3,0.0,0.0,0.0,0.0
2019-06-14 12:00:00,"BOGOTA, D.C.","BOGOTA, D.C.",COLAPSO ESTRUCTURAL,2,4,0,0,0.0,0.0,0.0,0.0
2019-06-14 12:00:00,META,LA MACARENA,INCENDIO DE COBERTURA VEGETAL,0,0,0,0,12.0,0.0,0.0,0.0
2019-06-02 12:00:00,VALLE DEL CAUCA,JAMUNDI,MOVIMIENTO EN MASA,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-06 12:00:00,VALLE DEL CAUCA,JAMUNDI,MOVIMIENTO EN MASA,0,0,1,0,0.0,0.0,0.0,0.0
2019-06-12 12:00:00,CHOCO,ATRATO,INUNDACION,0,0,583,0,0.0,0.0,0.0,0.0
2019-06-14 12:00:00,META,LA MACARENA,INUNDACION,0,0,56,0,6.0,0.0,0.0,0.0
2019-06-11 12:00:00,CESAR,PUEBLO BELLO,VENDAVAL,0,0,2,0,0.0,0.0,0.0,0.0
2019-06-15 12:00:00,NARIÑO,BARBACOAS,INCENDIO ESTRUCTURAL,0,0,2,2,0.0,0.0,0.0,0.0
2019-06-15 12:00:00,SUCRE,COVEÑAS,VENDAVAL,0,0,1,0,0.0,0.0,0.0,0.0
2019-06-15 12:00:00,CUNDINAMARCA,SOACHA,INCENDIO ESTRUCTURAL,0,0,1,0,0.0,0.0,0.0,0.0
2019-06-15 12:00:00,NARIÑO,SAN ANDRES DE TUMACO,INUNDACION,0,0,2,0,0.0,0.0,0.0,0.0
2019-06-15 12:00:00,CAUCA,PAEZ,MOVIMIENTO EN MASA,0,0,25,0,0.0,0.0,0.0,0.0
2019-06-16 12:00:00,PUTUMAYO,MOCOA,MOVIMIENTO EN MASA,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-16 12:00:00,BOYACA,TUNJA,MOVIMIENTO EN MASA,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-16 12:00:00,META,LA MACARENA,AVENIDA TORRENCIAL,1,0,0,0,0.0,0.0,0.0,0.0
2019-06-16 12:00:00,META,LA MACARENA,INCENDIO DE COBERTURA VEGETAL,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-16 12:00:00,CUNDINAMARCA,SIMIJACA,INUNDACION,0,0,3,0,0.0,0.0,0.0,0.0
2019-06-15 12:00:00,CUNDINAMARCA,SASAIMA,AVENIDA TORRENCIAL,2,0,0,0,0.0,0.0,0.0,0.0
2019-06-17 12:00:00,CALDAS,MANIZALES,COLAPSO ESTRUCTURAL,0,2,1,0,0.0,0.0,0.0,0.0
2019-06-16 12:00:00,CORDOBA,CANALETE,INCENDIO ESTRUCTURAL,0,0,5,4,0.0,0.0,0.0,0.0
2019-06-16 12:00:00,VICHADA,PUERTO CARREÑO,ACCIDENTE TRANSPORTE MARITIMO O FLUVIAL,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-13 12:00:00,CUNDINAMARCA,GUAYABETAL,MOVIMIENTO EN MASA,0,0,240,0,0.0,90698489450.0,5850000000.0,70764895.0
2019-06-17 12:00:00,CAQUETA,FLORENCIA,MOVIMIENTO EN MASA,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-17 12:00:00,CAUCA,POPAYAN,INCENDIO ESTRUCTURAL,0,0,1,1,0.0,0.0,0.0,0.0
2019-06-18 12:00:00,BOYACA,TUNJA,ACCIDENTE TRANSPORTE TERRESTRE,0,10,0,0,0.0,0.0,0.0,0.0
2019-06-18 12:00:00,HUILA,NEIVA,INCENDIO ESTRUCTURAL,0,0,2,2,0.0,0.0,0.0,0.0
2019-06-07 12:00:00,CORDOBA,CERETE,INUNDACION,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-18 12:00:00,BOLIVAR,ACHI,INUNDACION,0,0,150,0,0.0,0.0,0.0,0.0
2019-02-26 12:00:00,CORDOBA,AYAPEL,INUNDACION,0,0,0,0,0.0,0.0,0.0,0.0
2019-04-15 12:00:00,CORDOBA,LA APARTADA,INUNDACION,0,0,602,0,0.0,0.0,0.0,0.0
2019-06-15 12:00:00,CUNDINAMARCA,SAN ANTONIO DEL TEQUENDAMA,INCENDIO ESTRUCTURAL,0,0,1,1,0.0,0.0,0.0,0.0
2019-06-17 12:00:00,CORDOBA,LOS CORDOBAS,INUNDACION,0,0,250,0,0.0,0.0,0.0,0.0
2019-06-17 12:00:00,CORDOBA,VALENCIA,INUNDACION,0,0,200,0,0.0,0.0,0.0,0.0
2019-06-17 12:00:00,CORDOBA,COTORRA,INUNDACION,0,0,313,0,0.0,0.0,0.0,0.0
2019-06-19 12:00:00,CORDOBA,PUEBLO NUEVO,INUNDACION,0,0,297,0,0.0,0.0,0.0,0.0
2019-06-19 12:00:00,META,PUERTO CONCORDIA,INUNDACION,0,0,1012,0,0.0,38980000000.0,11700000000.0,0.0
2019-06-13 12:00:00,RISARALDA,APIA,GRANIZADA,0,0,0,0,0.0,0.0,0.0,0.0
2019-05-27 12:00:00,SANTANDER,GUADALUPE,MOVIMIENTO EN MASA,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-16 12:00:00,CUNDINAMARCA,QUETAME,ACCIDENTE TRANSPORTE TERRESTRE,0,0,0,0,0.0,0.0,0.0,0.0
2019-05-29 12:00:00,CORDOBA,LOS CORDOBAS,INUNDACION,0,0,250,0,0.0,0.0,0.0,0.0
2019-06-20 12:00:00,CAQUETA,PUERTO RICO,INUNDACION,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-20 12:00:00,VALLE DEL CAUCA,YUMBO,EXPLOSION,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-20 12:00:00,META,VILLAVICENCIO,AVENIDA TORRENCIAL,0,0,55,2,0.0,0.0,0.0,0.0
2019-06-20 12:00:00,CUNDINAMARCA,PARATEBUENO,VENDAVAL,0,0,14,0,0.0,0.0,0.0,0.0
2019-06-20 12:00:00,META,MESETAS,AVENIDA TORRENCIAL,0,0,67,0,0.0,0.0,0.0,0.0
2019-06-20 12:00:00,"BOGOTA, D.C.","BOGOTA, D.C.",INCENDIO ESTRUCTURAL,0,2,1,0,0.0,0.0,0.0,0.0
2019-06-21 12:00:00,CORDOBA,DEPARTAMENTO,INUNDACION,0,0,0,0,0.0,79474809600.0,66105000000.0,1044000.0
2019-06-21 12:00:00,CAQUETA,DEPARTAMENTO,INUNDACION,0,0,0,0,0.0,36434500000.0,12636000000.0,0.0
2019-06-21 12:00:00,PUTUMAYO,ORITO,COLAPSO ESTRUCTURAL,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-21 12:00:00,CASANARE,TRINIDAD,INUNDACION,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-20 12:00:00,ARAUCA,ARAUQUITA,INUNDACION,0,0,247,0,0.0,0.0,0.0,0.0
2019-06-21 12:00:00,CALDAS,MANIZALES,INCENDIO DE COBERTURA VEGETAL,0,0,0,0,2.0,0.0,0.0,0.0
2019-06-20 12:00:00,BOYACA,MIRAFLORES,MOVIMIENTO EN MASA,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-21 12:00:00,PUTUMAYO,PUERTO ASIS,INUNDACION,0,0,1300,8,0.0,45472000000.0,15210000000.0,0.0
2019-05-20 12:00:00,BOLIVAR,MONTECRISTO,INUNDACION,0,0,900,0,0.0,16326000000.0,0.0,0.0
2019-06-21 12:00:00,CUNDINAMARCA,RICAURTE,INCENDIO DE COBERTURA VEGETAL,0,0,0,0,9.0,0.0,0.0,0.0
2019-06-21 12:00:00,CAUCA,POPAYAN,AVENIDA TORRENCIAL,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-21 12:00:00,CUNDINAMARCA,GUTIERREZ,MOVIMIENTO EN MASA,0,0,4,0,0.0,0.0,0.0,0.0
2019-06-21 12:00:00,PUTUMAYO,SAN FRANCISCO,AVENIDA TORRENCIAL,0,0,150,0,0.0,0.0,0.0,0.0
2019-06-21 12:00:00,PUTUMAYO,PUERTO CAICEDO,INUNDACION,0,0,100,0,0.0,0.0,0.0,0.0
2019-06-22 12:00:00,CAQUETA,FLORENCIA,MOVIMIENTO EN MASA,0,4,0,0,0.0,0.0,0.0,0.0
2019-06-22 12:00:00,CAQUETA,FLORENCIA,MOVIMIENTO EN MASA,2,0,0,0,0.0,0.0,0.0,0.0
2019-06-22 12:00:00,HUILA,COLOMBIA,INUNDACION,1,0,0,0,0.0,0.0,0.0,0.0
2019-06-22 12:00:00,META,VILLAVICENCIO,INUNDACION,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-22 12:00:00,CAQUETA,PUERTO RICO,AVENIDA TORRENCIAL,0,0,25,0,0.0,0.0,0.0,0.0
2019-06-22 12:00:00,ARAUCA,ARAUQUITA,INUNDACION,0,0,1236,71,0.0,0.0,0.0,0.0
2019-06-21 12:00:00,PUTUMAYO,SANTIAGO,INUNDACION,0,0,50,0,0.0,0.0,0.0,0.0
2019-06-21 12:00:00,PUTUMAYO,SANTIAGO,VENDAVAL,0,0,80,0,0.0,0.0,0.0,0.0
2019-06-22 12:00:00,PUTUMAYO,SANTIAGO,MOVIMIENTO EN MASA,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-21 12:00:00,PUTUMAYO,SIBUNDOY,INUNDACION,0,0,72,0,89.0,0.0,0.0,0.0
2019-06-21 12:00:00,PUTUMAYO,COLON,INUNDACION,0,0,43,0,93.0,0.0,0.0,0.0
2019-06-21 12:00:00,PUTUMAYO,MOCOA,MOVIMIENTO EN MASA,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-21 12:00:00,PUTUMAYO,MOCOA,MOVIMIENTO EN MASA,0,0,3,0,0.0,0.0,0.0,0.0
2019-06-21 12:00:00,PUTUMAYO,VILLAGARZON,INUNDACION,0,0,24,0,0.0,2442000000.0,877500000.0,0.0
2019-06-22 12:00:00,CAQUETA,CURILLO,INUNDACION,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-21 12:00:00,PUTUMAYO,SAN FRANCISCO,INUNDACION,0,0,162,2,550.0,0.0,0.0,0.0
2019-06-23 12:00:00,NARIÑO,PASTO,MOVIMIENTO EN MASA,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-23 12:00:00,CAUCA,POPAYAN,MOVIMIENTO EN MASA,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-23 12:00:00,META,VILLAVICENCIO,INCENDIO ESTRUCTURAL,0,0,1,0,0.0,0.0,0.0,0.0
2019-06-22 12:00:00,NORTE DE SANTANDER,TOLEDO,MOVIMIENTO EN MASA,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-23 12:00:00,CUNDINAMARCA,SOACHA,ACCIDENTE TRANSPORTE TERRESTRE,0,10,0,0,0.0,0.0,0.0,0.0
2019-06-23 12:00:00,HUILA,ALGECIRAS,MOVIMIENTO EN MASA,2,0,0,0,0.0,0.0,0.0,0.0
2019-06-21 12:00:00,CUNDINAMARCA,FOSCA,MOVIMIENTO EN MASA,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-24 12:00:00,SANTANDER,MATANZA,MOVIMIENTO EN MASA,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-24 12:00:00,BOYACA,PAJARITO,MOVIMIENTO EN MASA,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-24 12:00:00,ATLANTICO,BARRANQUILLA,INCENDIO ESTRUCTURAL,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-24 12:00:00,BOLIVAR,CARTAGENA,VENDAVAL,0,0,68,1,0.0,0.0,0.0,0.0
2019-06-23 12:00:00,ARAUCA,PUERTO RONDON,ACCIDENTE TRANSPORTE MARITIMO O FLUVIAL,2,0,0,0,0.0,0.0,0.0,0.0
2019-06-25 12:00:00,ARAUCA,ARAUCA,INUNDACION,0,0,308,0,0.0,0.0,0.0,0.0
2019-05-06 12:00:00,SANTANDER,SANTA HELENA DEL OPON,MOVIMIENTO EN MASA,0,0,0,0,0.0,3850000000.0,0.0,0.0
2019-05-17 12:00:00,SANTANDER,RIONEGRO,VENDAVAL,0,0,35,0,0.0,1015052400.0,0.0,87000.0
2019-04-23 12:00:00,SANTANDER,CIMITARRA,MOVIMIENTO EN MASA,0,0,0,0,0.0,676701600.0,0.0,58000.0
2019-06-25 12:00:00,SANTANDER,PUERTO WILCHES,INUNDACION,0,0,0,0,0.0,4575000000.0,2925000000.0,0.0
2019-06-25 12:00:00,BOYACA,VIRACACHA,MOVIMIENTO EN MASA,0,0,7,0,0.0,0.0,0.0,0.0
2019-06-25 12:00:00,CAUCA,PAEZ,MOVIMIENTO EN MASA,0,0,0,0,0.0,0.0,0.0,0.0
2019-06-23 12:00:00,CAUCA,INZA,MOVIMIENTO EN MASA,0,0,0,0,0.0,0.0,0.0,0.0
